phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
198.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7597	11	7586	0.989856183	0.022903778	37	 [Error: < 15  cases or controls]	NA	NA	NA	Secondary malignancy of lymph nodes	neoplasms
198.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7596	10	7586	0.989843575	0.022906793	37	 [Error: < 15  cases or controls]	NA	NA	NA	Secondary malignancy of respiratory organs	neoplasms
198.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7594	8	7586	0.989818312	0.022912826	37	 [Error: < 15  cases or controls]	NA	NA	NA	Secondary malignant neoplasm of digestive systems	neoplasms
198.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7592	6	7586	0.989792988	0.022918862	37	 [Error: < 15  cases or controls]	NA	NA	NA	Secondary malignant neoplasm of liver	neoplasms
198.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7586	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Secondary malignancy of brain/spine	neoplasms
198.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7596	10	7586	0.989275147	0.022972617	37	 [Error: < 15  cases or controls]	NA	NA	NA	Secondary malignancy of bone	neoplasms
198.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7586	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Secondary malignant neoplasm of skin	neoplasms
199	rs4266947_T	NA	0.285950104	1.01036661	1.331026041	0.77716443	logistic	7603	17	7586	0.989367363	0.022951467	37		FALSE	FALSE	FALSE	Neoplasm of uncertain behavior	neoplasms
199.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7588	2	7586	0.989742155	0.022930944	37	 [Error: < 15  cases or controls]	NA	NA	NA	Neurofibromatosis	neoplasms
200	rs4266947_T	NA	NA	NA	NA	NA	logistic	7612	12	7600	0.988900697	0.022990016	38	 [Error: < 15  cases or controls]	NA	NA	NA	Myeloproliferative disease	neoplasms
200.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7544	5	7539	0.988565199	0.023130965	38	 [Error: < 15  cases or controls]	NA	NA	NA	Polycythemia vera	neoplasms
201	rs4266947_T	NA	NA	NA	NA	NA	logistic	7603	3	7600	0.988777616	0.02301723	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hodgkin's disease	neoplasms
202	rs4266947_T	NA	-15.83058949	1412.794189	1.33E-07	0.99105976	logistic	7626	26	7600	0.989089536	0.02294781	38		FALSE	FALSE	FALSE	"Cancer of other lymphoid, histiocytic tissue"	neoplasms
202.2	rs4266947_T	NA	-15.83058949	1412.794189	1.33E-07	0.99105976	logistic	7626	26	7600	0.989089536	0.02294781	38		FALSE	FALSE	FALSE	Non-Hodgkins lymphoma	neoplasms
202.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	6	7600	0.98881879	0.023008151	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nodular lymphoma	neoplasms
202.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Reticulosarcoma	neoplasms
202.23	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Lymphosarcoma	neoplasms
202.24	rs4266947_T	NA	-16.12431555	2172.312859	9.94E-08	0.994077637	logistic	7615	15	7600	0.988941429	0.022980959	38		FALSE	FALSE	FALSE	Large cell lymphoma	neoplasms
204	rs4266947_T	NA	NA	NA	NA	NA	logistic	7614	14	7600	0.988927868	0.022983977	38	 [Error: < 15  cases or controls]	NA	NA	NA	Leukemia	neoplasms
204.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	4	7600	0.988791357	0.023014203	38	 [Error: < 15  cases or controls]	NA	NA	NA	Lymphoid leukemia	neoplasms
204.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7602	2	7600	0.988763858	0.023020258	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Lymphoid leukemia, acute"	neoplasms
204.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	7602	2	7600	0.988763858	0.023020258	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Lymphoid leukemia, chronic"	neoplasms
204.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	4	7600	0.988791357	0.023014203	38	 [Error: < 15  cases or controls]	NA	NA	NA	Myeloid leukemia	neoplasms
204.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	1	7600	0.988750084	0.023023286	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Myeloid leukemia, acute"	neoplasms
204.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Myeloid leukemia, chronic"	neoplasms
204.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Monocytic leukemia	neoplasms
204.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	7	7600	0.988832482	0.023005127	38	 [Error: < 15  cases or controls]	NA	NA	NA	Multiple myeloma	neoplasms
208	rs4266947_T	NA	0.282413655	0.248867349	1.326327249	0.256460831	logistic	7618	301	7317	0.988982016	0.022971909	37		FALSE	FALSE	FALSE	Benign neoplasm of colon	neoplasms
210	rs4266947_T	NA	-16.55395713	2290.275546	6.47E-08	0.994232994	logistic	7625	20	7605	0.989652162	0.022885246	38		FALSE	FALSE	FALSE	"Benign neoplasm of lip, oral cavity, and pharynx"	neoplasms
211	rs4266947_T	NA	0.401537872	0.467758547	1.494120699	0.390655183	logistic	7566	71	7495	0.962566757	0.022865451	37		FALSE	FALSE	FALSE	Benign neoplasm of other parts of digestive system	neoplasms
212	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	5	7644	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of respiratory and intrathoracic organs	neoplasms
213	rs4266947_T	NA	NA	NA	NA	NA	logistic	7151	6	7145	0.918800604	0.022794015	37	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of bone and articular cartilage	neoplasms
214	rs4266947_T	NA	-0.490586664	0.501209762	0.612267093	0.327676296	logistic	7640	144	7496	0.989275233	0.022905759	38		FALSE	FALSE	FALSE	Lipoma	neoplasms
214.1	rs4266947_T	NA	-0.35193909	0.501131599	0.70332296	0.482499101	logistic	7622	126	7496	0.989035905	0.022959853	37		FALSE	FALSE	FALSE	Lipoma of skin and subcutaneous tissue	neoplasms
215	rs4266947_T	NA	NA	NA	NA	NA	logistic	7505	9	7496	0.989803417	0.023051299	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other benign neoplasm of connective and other soft tissue	neoplasms
216	rs4266947_T	NA	0.708447218	0.460987801	2.030835364	0.124341674	logistic	7647	50	7597	0.989366918	0.022884791	38		FALSE	FALSE	FALSE	Benign neoplasm of skin	neoplasms
216.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7597	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Screening for malignant neoplasms of the skin	neoplasms
217	rs4266947_T	NA	NA	NA	NA	NA	logistic	7599	2	7597	0.965302399	0.022700355	38	 [Error: < 15  cases or controls]	NA	NA	NA	Vascular hamartomas and non-neoplastic nevi	neoplasms
217.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7598	1	7597	0.965268154	0.022703343	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Nevus, non-neoplastic"	neoplasms
218	rs4266947_T	NA	-0.094603779	0.415650047	0.909733318	0.8199538	logistic	3441	143	3298	0.999815367	0.02092415	16		FALSE	FALSE	FALSE	Benign neoplasm of uterus	neoplasms
218.1	rs4266947_T	NA	-0.25741835	0.45441477	0.773044743	0.571065325	logistic	3438	140	3298	0.999842893	0.020796975	16		FALSE	FALSE	FALSE	Uterine leiomyoma	neoplasms
218.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	3302	4	3298	0.997186727	0.02104785	16	 [Error: < 15  cases or controls]	NA	NA	NA	Other benign neoplasm of uterus	neoplasms
220	rs4266947_T	NA	NA	NA	NA	NA	logistic	3266	10	3256	0.997606729	0.020973668	15	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of ovary	neoplasms
221	rs4266947_T	NA	NA	NA	NA	NA	logistic	3257	1	3256	0.997547434	0.021031624	15	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of other female genital organs	neoplasms
222	rs4266947_T	NA	NA	NA	NA	NA	logistic	4066	2	4064	0.249498438	0.024840138	22	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of male genital organs	neoplasms
223	rs4266947_T	NA	NA	NA	NA	NA	logistic	7147	2	7145	0.918526584	0.022806772	37	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of kidney and other urinary organs	neoplasms
224	rs4266947_T	NA	NA	NA	NA	NA	NA	7626	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Benign neoplasm of eye	neoplasms
224.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7626	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Benign neoplasm of eye, uveal"	neoplasms
225	rs4266947_T	NA	-15.85911195	2286.076317	1.30E-07	0.99446491	logistic	7641	15	7626	0.989288378	0.022902761	38		FALSE	FALSE	FALSE	Benign neoplasm of brain and other parts of nervous system	neoplasms
225.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7640	14	7626	0.989275233	0.022905759	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Benign neoplasm of brain, cranial nerves, meninges"	neoplasms
225.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7627	1	7626	0.989102904	0.022944801	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Benign neoplasm of spinal cord, meninges"	neoplasms
226	rs4266947_T	NA	NA	NA	NA	NA	logistic	7622	3	7619	0.990694788	0.022763054	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of thyroid glands	neoplasms
227	rs4266947_T	NA	0.834403107	0.709436309	2.303438731	0.23953517	logistic	7636	17	7619	0.990336135	0.022786799	38		FALSE	FALSE	FALSE	Benign neoplasm of other endocrine glands and related structures	neoplasms
227.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7620	1	7619	0.991177348	0.022703412	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of adrenal gland	neoplasms
227.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7629	10	7619	0.990775971	0.022742168	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of parathyroid gland	neoplasms
227.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7625	6	7619	0.990729666	0.022754098	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	neoplasms
228	rs4266947_T	NA	0.725486916	0.713542473	2.065736695	0.309277304	logistic	7649	20	7629	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	"Hemangioma and lymphangioma, any site"	neoplasms
228.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7629	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hemangioma of skin and subcutaneous tissue	neoplasms
229	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	5	7644	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of unspecified sites	neoplasms
229.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	1	7644	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Benign neoplasm of lymph nodes	neoplasms
240	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Simple and unspecified goiter	endocrine/metabolic
241	rs4266947_T	NA	-16.1161343	1435.012803	1.00E-07	0.991039422	logistic	7632	32	7600	0.989169502	0.022929769	38		FALSE	FALSE	FALSE	Nontoxic nodular goiter	endocrine/metabolic
241.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7608	8	7600	0.988846158	0.023002103	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nontoxic uninodular goiter	endocrine/metabolic
241.2	rs4266947_T	NA	-16.52890456	2275.891322	6.63E-08	0.994205329	logistic	7618	18	7600	0.988982016	0.022971909	38		FALSE	FALSE	FALSE	Nontoxic multinodular goiter	endocrine/metabolic
242	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	6	7600	0.98881879	0.023008151	38	 [Error: < 15  cases or controls]	NA	NA	NA	Thyrotoxicosis with or without goiter	endocrine/metabolic
242.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	1	7600	0.988750084	0.023023286	38	 [Error: < 15  cases or controls]	NA	NA	NA	Graves' disease	endocrine/metabolic
242.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	1	7600	0.988750084	0.023023286	38	 [Error: < 15  cases or controls]	NA	NA	NA	Toxic multinodular goiter	endocrine/metabolic
242.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Exophthalmos	endocrine/metabolic
242.31	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Thyrotoxic exophthalmos	endocrine/metabolic
244	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	6	7600	0.98881879	0.023008151	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hypothyroidism	endocrine/metabolic
244.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Secondary hypothyroidism	endocrine/metabolic
244.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	1	7600	0.988750084	0.023023286	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired hypothyroidism	endocrine/metabolic
244.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Iodine hypothyroidism	endocrine/metabolic
244.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	6	7600	0.98881879	0.023008151	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hypothyroidism NOS	endocrine/metabolic
244.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital hypothyroidism	endocrine/metabolic
245	rs4266947_T	NA	NA	NA	NA	NA	logistic	7603	3	7600	0.988777616	0.02301723	38	 [Error: < 15  cases or controls]	NA	NA	NA	Thyroiditis	endocrine/metabolic
245.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Thyroiditis, acute and subacute"	endocrine/metabolic
245.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7602	2	7600	0.988763858	0.023020258	38	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic thyroiditis	endocrine/metabolic
245.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7602	2	7600	0.988763858	0.023020258	38	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic lymphocytic thyroiditis	endocrine/metabolic
246	rs4266947_T	NA	NA	NA	NA	NA	logistic	7602	2	7600	0.988763858	0.023020258	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of thyroid	endocrine/metabolic
246.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Thyroid cyst	endocrine/metabolic
246.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7600	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal results of function study of thyroid	endocrine/metabolic
249	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Secondary diabetes mellitus	endocrine/metabolic
250	rs4266947_T	NA	-0.238542098	0.715082566	0.787775524	0.738691387	logistic	7646	52	7594	0.989917047	0.022822391	38		FALSE	FALSE	FALSE	Diabetes mellitus	endocrine/metabolic
250.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7600	6	7594	0.989893916	0.022894737	38	 [Error: < 15  cases or controls]	NA	NA	NA	Type 1 diabetes	endocrine/metabolic
250.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 1 diabetes with ketoacidosis	endocrine/metabolic
250.12	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 1 diabetes with renal manifestations	endocrine/metabolic
250.13	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 1 diabetes with ophthalmic manifestations	endocrine/metabolic
250.14	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 1 diabetes with neurological manifestations	endocrine/metabolic
250.15	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diabetes type 1 with peripheral circulatory disorders	endocrine/metabolic
250.2	rs4266947_T	NA	-0.839361259	1.006282488	0.431986363	0.404212856	logistic	7641	47	7594	0.990396036	0.022771888	38		FALSE	FALSE	FALSE	Type 2 diabetes	endocrine/metabolic
250.21	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 2 diabetes with ketoacidosis	endocrine/metabolic
250.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 2 diabetes with renal manifestations	endocrine/metabolic
250.23	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	13	7594	0.990518459	0.02280794	38	 [Error: < 15  cases or controls]	NA	NA	NA	Type 2 diabetes with ophthalmic manifestations	endocrine/metabolic
250.24	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Type 2 diabetes with neurological manifestations	endocrine/metabolic
250.25	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diabetes type 2 with peripheral circulatory disorders	endocrine/metabolic
250.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Insulin pump user	endocrine/metabolic
250.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	7	7594	0.989341095	0.022957506	38	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal glucose	endocrine/metabolic
250.41	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Impaired fasting glucose	endocrine/metabolic
250.42	rs4266947_T	NA	NA	NA	NA	NA	logistic	7601	7	7594	0.989341095	0.022957506	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other abnormal glucose	endocrine/metabolic
250.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Glycosuria or Acetonuria	endocrine/metabolic
250.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7594	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Polyneuropathy in diabetes	endocrine/metabolic
250.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diabetic retinopathy	endocrine/metabolic
251	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	1	7605	0.989406646	0.022942414	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of pancreatic internal secretion	endocrine/metabolic
251.1	rs4266947_T	NA	-16.42511823	2253.252924	7.36E-08	0.994183861	logistic	7573	20	7553	0.990639245	0.022844315	38		FALSE	FALSE	FALSE	Hypoglycemia	endocrine/metabolic
251.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormality of secretion of glucagon or gastrin	endocrine/metabolic
252	rs4266947_T	NA	NA	NA	NA	NA	logistic	7610	5	7605	0.989458803	0.022930355	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of parathyroid gland	endocrine/metabolic
252.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7609	4	7605	0.989445787	0.022933368	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hyperparathyroidism	endocrine/metabolic
252.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hypoparathyroidism	endocrine/metabolic
253	rs4266947_T	NA	NA	NA	NA	NA	logistic	7614	9	7605	0.988927868	0.022983977	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of the pituitary gland and its hypothalamic control	endocrine/metabolic
253.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	1	7605	0.989406646	0.022942414	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pituitary hyperfunction	endocrine/metabolic
253.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acromegaly and gigantism	endocrine/metabolic
253.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7611	6	7605	0.988887086	0.022993036	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pituitary hypofunction	endocrine/metabolic
253.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diabetes insipidus	endocrine/metabolic
253.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anterior pituitary disorders	endocrine/metabolic
253.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pituitary dwarfism	endocrine/metabolic
253.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	2	7605	0.989419709	0.022939398	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other disorders of neurohypophysis	endocrine/metabolic
254	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Diseases of thymus gland	endocrine/metabolic
255	rs4266947_T	NA	NA	NA	NA	NA	logistic	7610	5	7605	0.98887346	0.022996058	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of adrenal glands	endocrine/metabolic
255.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	1	7605	0.989406646	0.022942414	38	 [Error: < 15  cases or controls]	NA	NA	NA	Adrenal hyperfunction	endocrine/metabolic
255.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	1	7605	0.989406646	0.022942414	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cushing's syndrome	endocrine/metabolic
255.12	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hyperaldosteronism	endocrine/metabolic
255.13	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Medulloadrenal hyperfunction	endocrine/metabolic
255.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	2	7605	0.988832482	0.023005127	38	 [Error: < 15  cases or controls]	NA	NA	NA	Adrenal hypofunction	endocrine/metabolic
255.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	2	7605	0.988832482	0.023005127	38	 [Error: < 15  cases or controls]	NA	NA	NA	Glucocorticoid deficiency	endocrine/metabolic
255.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Mineralocorticoid deficiency	endocrine/metabolic
255.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Adrenogenital disorders	endocrine/metabolic
256	rs4266947_T	NA	NA	NA	NA	NA	logistic	3515	2	3513	0.999763965	0.020910384	16	 [Error: < 15  cases or controls]	NA	NA	NA	Ovarian dysfunction	endocrine/metabolic
256.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7605	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hyperestrogenism	endocrine/metabolic
256.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	3515	2	3513	0.999763965	0.020910384	16	 [Error: < 15  cases or controls]	NA	NA	NA	Polycystic ovaries	endocrine/metabolic
